strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	authors
Greece/135/2020	EPI_ISL_434476	?	Laboratory of Microbiology, Medical School, National and Kapodistrian University of Athens	Laboratory of Biology, Department of Medicine, Democritus University of Thrace	Kassela K. et al
Greece/139/2020	EPI_ISL_434472	?	Laboratory of Microbiology, Medical School, National and Kapodistrian University of Athens	Laboratory of Biology, Department of Medicine, Democritus University of Thrace	Kassela K. et al
Greece/250_32267/2020	EPI_ISL_447648	?	unknown	Department of Medicine	Kassela et al
Guangdong/SYSU-IHV/2020	EPI_ISL_444969	?	Guangzhou Eighth People's Hospital (Jiahe Sector)	Institute of Human Virology, Zhongshan School of Medicine, Sun Yat-sen University	Junsong Zhang et al
HongKong/HKPU17_2201/2020	EPI_ISL_417180	?	Department of Pathology, United Christian Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG et al
HongKong/HKPU28_3001/2020	EPI_ISL_417185	?	Department of Pathology, United Christian Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG et al
Hungary/SRC-00055/2020	EPI_ISL_435419	?	Virological Research Group, Szentágothai Research Centre	Bioinformatics Research Group, Szentágothai Research Centre	Péter Urbán et al
Hungary/SRC-00417/2020	EPI_ISL_435409	?	Virological Research Group, Szentágothai Research Centre	Bioinformatics Research Group, Szentágothai Research Centre	Péter Urbán et al
Iceland/108/2020	EPI_ISL_417708	?	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
Iceland/111/2020	EPI_ISL_417691	?	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
Iceland/159/2020	EPI_ISL_417806	?	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
Iceland/300/2020	EPI_ISL_417629	?	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
Iceland/38/2020	EPI_ISL_417672	?	deCODE genetics	deCODE genetics	Daniel F Gudbjartsson et al
Iceland/53/2020	EPI_ISL_417851	?	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
Iceland/6/2020	EPI_ISL_417854	?	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
India/NCDC-4879/2020	EPI_ISL_436463	?	National Centre for Disease control (NCDC)	NCDC/CSIR-IGIB	Pramod Kumar# et al
India/c31/2020	EPI_ISL_426179	?	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav et al
Ireland/24052/2020	EPI_ISL_418584	?	UCD National Virus Reference Laboratory	UCD National Virus Reference Laboratory	Michael Carr et al
Ireland/Limerick-19935/2020	EPI_ISL_414587	?	UCD National Virus Reference Laboratory	UCD National Virus Reference Laboratory	Michael Carr et al
Israel/13075703/2020	EPI_ISL_447450	?	Clinical Microbiology Laboratory, Sheba Medical Center	Stern Lab	Stern Lab et al
Israel/2046434/2020	EPI_ISL_447404	?	Clinical Microbiology Laboratory, The Baruch Padeh Medical Center, Poriya	Stern Lab	Stern Lab et al
Israel/2047586/2020	EPI_ISL_447389	?	Clinical Microbiology Laboratory, The Baruch Padeh Medical Center, Poriya	Stern Lab	Stern Lab et al
Israel/2047749/2020	EPI_ISL_447386	?	Clinical Microbiology Laboratory, The Baruch Padeh Medical Center, Poriya	Stern Lab	Stern Lab et al
Israel/701002752/2020	EPI_ISL_447284	?	Microbiology Division, Barzilai University Medical Center	Stern Lab	Stern Lab et al
Israel/ISR_IT0320/2020	EPI_ISL_419210	?	The Chaim Sheba Medical Center	Israel Institute for Biological Research	Inbar Cohen-Gihon et al
Italy/2389/2020	EPI_ISL_457728	?	Department of Infectious Diseases, Istituto Superiore di Sanità, Roma , Italy	Army Medical and Veterinary Research Center	Paola Stefanelli et al
Italy/4870/2020	EPI_ISL_457732	?	Department of Infectious Diseases, Istituto Superiore di Sanità, Roma , Italy	Army Medical and Veterinary Research Center	Paola Stefanelli et al
Italy/BG-5825-22Feb/2020	EPI_ISL_460079	?	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Barbara Bartolini et al
Italy/BG-7158-24Feb/2020	EPI_ISL_460081	?	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Fausto Baldanti et al
Italy/CDG1/2020	EPI_ISL_412973	?	Department of Infectious Diseases, Istituto Superiore di Sanità, Roma , Italy	Virology Laboratory, Scientific Department, Army Medical Center	Paola Stefanelli et al
Italy/CR-13221-1Mar/2020	EPI_ISL_460085	?	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Cesare E.M. Gruber et al
Italy/CR-9206-26Feb/2020	EPI_ISL_460087	?	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Cesare E.M. Gruber et al
Italy/CR-9491-26Feb/2020	EPI_ISL_460089	?	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Antonino Di Caro et al
Italy/FVG-ICGEB_S8/2020	EPI_ISL_417421	?	Laboratory of Molecular Virology International Center for Genetic Engineering and Biotechnology (ICGEB)	ARGO Open Lab Platform for Genome sequencing	Licastro D et al
Italy/INMI2-B/2020	EPI_ISL_451301	?	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Martina Rueca et al
Italy/INMI2-N/2020	EPI_ISL_451302	?	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Cesare E.M. Gruber et al
Italy/INMI4/2020	EPI_ISL_417922	?	INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Cesare E. M. Gruber et al
Italy/INMI6/2020	EPI_ISL_419254	?	INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Barbara Bartolini et al
Italy/LO-13075-N/2020	EPI_ISL_451309	?	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Fausto Baldanti et al
Italy/MI-5925-22Feb/2020	EPI_ISL_460091	?	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Antonino Di Caro et al
Italy/PV-5314-N/2020	EPI_ISL_451307	?	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Fausto Baldanti et al
Italy/SPL1/2020	EPI_ISL_412974	?	Department of Infectious Diseases, Istituto Superiore di Sanità, Rome, Italy	Virology Laboratory, Scientific Department, Army Medical Center	Paola Stefanelli et al
Italy/TE26643/2020	EPI_ISL_436729	?	SERVIZIO DI IGIENE E SANITÀ PUBBLICA ASL Teramo	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	Lorusso A et al
Italy/TE4953/2020	EPI_ISL_418258	?	Presidio ospedaliero Santo Spirito	Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale	Lorusso A et al
Italy/TE5052/2020	EPI_ISL_418261	?	Ospedale Civile Giuseppe Mazzini	Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale	Lorusso A et al
Italy/TE5551/2020	EPI_ISL_429226	?	Presidio Ospedaliero Santo Spirito	Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale	Lorusso A et al
Italy/UniMI03/2020	EPI_ISL_417447	?	Laboratory of Infectious Diseases, Department of Biomedical and Clinical Sciences L. Sacco, University of Milan	Laboratory of Infectious Diseases, Department of Biomedical and Clinical Sciences L. Sacco, University of Milan	Gianguglielmo Zehender et al
Italy/UniSR1/2020	EPI_ISL_413489	?	Laboratorio di Microbiologia e Virologia, Università Vita-Salute San Raffaele, Milano	Laboratorio di Microbiologia e Virologia, Università Vita-Salute San Raffaele, Milano	R.A Diotti et al
Italy/VR_20COV21-37/2020	EPI_ISL_422438	?	ULSS9 Distretto di Bussolengo	Istituto Zooprofilattico Sperimentale delle Venezie	Adelaide Milani et al
Jamaica/JM-CDC-6603/2020	EPI_ISL_450797	?	Jamaica Ministry of Health and Wellness	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
Jamaica/JM-CDC-6729/2020	EPI_ISL_450798	?	Jamaica Ministry of Health and Wellness	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
Jamaica/JM-CDC-7286/2020	EPI_ISL_450799	?	Jamaica Ministry of Health and Wellness	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
Japan/P1/2020	EPI_ISL_419296	?	Kochi Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Japan/P2-1/2020	EPI_ISL_419297	?	Chiba Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Japan/P2-2/2020	EPI_ISL_419298	?	Chiba Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Japan/P3-1/2020	EPI_ISL_419299	?	Ishikawa Prefectural Institute of Public Health and Environmental Science	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Japan/P3-2/2020	EPI_ISL_419300	?	Ishikawa Prefectural Institute of Public Health and Environmental Science	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Japan/P4-1/2020	EPI_ISL_419301	?	Saitama Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Japan/P4-2/2020	EPI_ISL_419302	?	Saitama Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Japan/P4-3/2020	EPI_ISL_419303	?	Saitama Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Japan/P4-4/2020	EPI_ISL_419304	?	Saitama Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Japan/P5-1/2020	EPI_ISL_419309	?	Chiba Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
Jordan/SR-0335/2020	EPI_ISL_450187	?	Biolab Diagnostic Laboratories	Andersen lab at Scripps Research	Issa Abu-Dayyeh et al
Kazakhstan/16173/2020	EPI_ISL_454497	?	RSE National Center for Biotechnology	RSE National Center for Biotechnology	Alexandr Shevtsov et al
Kazakhstan/16183/2020	EPI_ISL_454576	?	Laboratory of virology, National Center of Expertise	Laboratory of molecular-genetic research, National Center of Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Kazakhstan/22001/2020	EPI_ISL_454582	?	Laboratory of virology, National Center of Expertise	Laboratory of molecular-genetic research, National Center of Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Kazakhstan/22044/2020	EPI_ISL_454584	?	Laboratory of virology, National Center of Expertise	Laboratory of molecular-genetic research, National Center for Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Kazakhstan/7341/2020	EPI_ISL_454572	?	National Center of Expertise	National Center for Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Korea/KCDC2001/2020	EPI_ISL_425117	?	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
Kuwait/KU006/2020	EPI_ISL_422424	?	Jaber Al Ahmad Al Sabah Hospital	Dasman diabetes Institute	Fahd Al-Mulla et al
Kuwait/KU008/2020	EPI_ISL_422427	?	JABER AL AHMAD AL SABAH HOSPITAL – KUWAIT CITY	Dasman Diabetes Institute	Fahd Al-Mulla et al
Latvia/016/2020	EPI_ISL_437095	?	Latvijas Infektoloģijas centrs	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
Lebanon/S1_758/2020	EPI_ISL_450508	?	Rafik Hariri University Hospital	Rafik Hariri University Hospital	Rita Feghali et al
